title,gmd_name,edition,isbn_issn,publisher_name,publish_year,collation,series_title,call_number,language_name,place_name,classification,notes,image,sor,authors,topics
Roads,Text,,,Ladybird Books,-,,,,Indonesia,England,,,,,james Webster,
The Tree And Its Word,Text,,,Ladybird Books,1975,,,420,Inggris,England,420,,,,Romola Showell,
james I And The Gunpowder Plot,Text,,,Ladybird Books,1967,,,420,Inggris,England,420,,,,L.Du Garde Peach,
Leaves,Text,,,Ladybird Books,1975,,,420,Inggris,England,420,,,,John Leigh-Pemberton,
Sounds,Text,,,Ladybird Books,1975,,,420,Inggris,England,420,,,,Allan P. Sanday,
Bonnie Prince Charlie,Text,,,Ladybird Books,1975,,,420,Inggris,England,420,,,,L.Du Garde Peach,
Bread,Text,,,Ladybird Books,1977,,,420,Inggris,England,420,,,,P.B. Roscoe,
African Mammls,Text,,,Ladybird Books,1969,,,420,Inggris,England,420,,,,John Leigh-Pemberton,
Adventure At The Castle,Text,,,Ladybird Books,-,,,420,Inggris,England,420,,,,W. Murray,
Samuel Pepys,Text,,,Ladybird Books,1974,,,420,Inggris,England,420,,,,Nicholas Abbott,
Oliver Cromwell,Text,,,Ladybird Books,1963,,,420,Inggris,England,420,,,,L.Du Garde Peach,
Seals And Whales,Text,,,Ladybird Books,1976,,,420,Inggris,England,420,,,,John Leigh-Pemberton,
Henry II And Thomas Becket,Text,,,Ladybird Books,1974,,,420,Indonesia,England,420,,,,John Roberts,
Rasco And The Rats Of Nimh,Text,,,Puffin Books,1986,,,420,Inggris,England,420,,,,Jane Leslie Conly,
Bright An English Course For Junior High School Students 1,Text,,,Erlangga,2013,,,420,Inggris,Jakarta,420,,,,Nur Zaida,
Ilmu Bahasa Pengantar,Text,,,Kanisius,1987,,,410,Indonesia,Yogyakarta,410,,,,Andre Martinet,
Bahan Ajar Basa Jawa kanggo Siswa-Siswi Tingkat SMP/MTs Kelas VII,Text,,,CV. Pustaka Grafika,2010,,,419,Jawa,Malang ,419,,,,TIM,
English Grammar In Use,Text,,,Cambridge Press,2004,,,420,Inggris,Singapore,420,,,,Raymond Murphy,
Cara Termudah Membuata kalimat Percakapab bahasa Inggris,Text,,,Kawan Pustaka,2004,,,420,Inggris,Jakarta,420,,,,Drs. Thursana Hakim,
Bahasa Indonesia Dalam Era Globalisasi,Text,,,Dediknas,2000,,,410,Indonesia,Jakarta,410,,,,TIM,
Pinter Basa Jawa Gagrag Anyar Kelas VII SMP/MTs,Text,,,Yudhistira,2015,,,419,Jawa,Jakarta,419,,,,Drs. Imam Riyadi,
70 English Games Fun & Learning,Text,,,Andi,2014,,,420,Inggris,Yogyakarta,420,,,,Yusup Priyasudiarja,
Mastery Of Sixteen Tenses,Text,,,Kanisius,1995,,,420,Inggris,Yogyakarta,420,,,,W.Y. Gumpol,
Bahasa Dan Pikiran,Text,,,Kanisius,1983,,,410,Indonesia,Yogyakarta,410,,,,Paul Chauchard,
"Kalimat Efektif : Struktur, Gaya, Dan Variasi",Text,,,Gramedia,1990,,,410,Indonesia,Jakarta,410,,,,Abdul Razak,
Nyerat Jawi,Text,,,CV. Warga,1986,,,419,Jawa,Surabaya,419,,,,"Wardono, BA",
The Old Widow And The Fish,Text,,,Rosda Jayaputra,1984,,,420,Inggris,Jakarta,420,,,,"Soleh affandi, B.A.",
Robohnya Surau Kami,Text,,,Gramedia,1986,,,408,Indonesia,Jakarta,408,,,,A.A. Navis,
Sintaksisi Edisi Kedua,Text,,,Gramedia,1993,,,415,Indonesia,Jakarta,415,,,,Jos Daniel Parera,
ENGLISH 900,Text,,,The Macmilliam Company,1970,,,420,Inggris,Amerika,420,,,,TIM,
The Best Pet ,Text,,,Gramedia,2004,,,420,Inggris,Jakarta,420,,,,Penny Matthews,
Bimingan Tes EBTANAS Bahasa Inggris SMP,Text,,,Intan,1986,,,420,Inggris,klaten,420,,,,D. Rohyana,
Honesty,Text,,,WEB Publications,,,,420,Inggris,-,420,,,,Cynthya Cau,
Tan Guei,Text,,,Asuras,1994,,,420,Inggris,Singapura,420,,,,TIM,
English Book 5 901,Text,,,The Macmilliam Company,1964,,,420,Inggris,New York,420,,,,TIM,
Pinter Basa  Untuk Kelas 1 SLTP,Text,,,Yudhistira,1999,,,419,Jawa,Jakarta,419,,,,Drs. Imam Riyadi,
Pinter Basa 2 Piwulang basa jawa Muatan Lokal Wajib Jawa Timur Kanggo SLTP Lan Sing Sadrajad,Text,,,Yudhistira,1999,,,419,Jawa,Jakarta,419,,,,Drs Tresno Sukendro dkk,
Inti Tata Bahasa Indonesia Jilid 1,Text,,,Tiga serangkai,1982,,,410,Indonesia,Solo,410,,,,"Soepeno B.W.,B.A dkk",
Inti Tata Bahasa Indonesia Jilid 2,Text,,,Tiga serangkai,1982,,,410,Indonesia,Solo,410,,,,"Soepeno B.W.,B.A dkk",
Inti Tata Bahasa Indonesia Jilid 3,Text,,,Tiga serangkai,1982,,,410,Indonesia,Solo,410,,,,"Soepeno B.W.,B.A dkk",
Tenses Thru Stories :Belajar Tenses Gampang Lewat Cerita ,Text,,,Andi,2013,,,420,Inggris,Yogyakarta,420,,,,Inet Gunawan,
Ngleluri Basa Jawa SLTP Kelas 1,Text,,,Angkasa Multi Karya,1994,,,419.21,Jawa,Surabaya,419.21,,,,Drs. Pakih-dkk,
Gladi Basa SLTP  kelas 2 (2B),Text,,,Bina Pustaka Tama,1995,,,419,Jawa,Surabaya,419,,,,Drs. Endri Asmara dkk,
LKS/LTS Bahasa Jawa SMP 3A,Text,,,Bina Pustaka Tama,1992,,,419.21,Jawa,Surabaya,419.21,,,,TIM,
Nglestari Basa Jawi SMP 2,Text,,,Al-Ihsan,1990,,,419,Jawa,Surabaya,419,,,,Drs. A. Haryanto dkk,
Kridha Basa 2,Text,,,PT. Intan Pariwara,1988,,,419,Jawa,klaten,419,,,,Siswandi ,
Terampil Menerapkan Kaidah Ejaan Bahasa Indonesia,Text,,,Grasindo,2004,,,415,Indonesia,Jakarta,415,,,,Asul Wiyanto,
More Favourite Stories From Indonesia,Text,,,PT. Rosda Jayaputra,1985,,,420,Inggris,Jakarta,420,,,,marguerite Siek,
Serat Piwulang Basa Lan Sastra jawa SMTP 1,Text,,,Intan,1982,,,419.21,Indonesia,Klaten,419.21,,,,Drs. R.S. Subalidinata,
Serat Piwulang Basa Lan Sastra jawa SMTP 2,Text,,,Intan,1982,,,419.21,Indonesia,Klaten,419.21,,,,Drs. R.S. Subalidinata,
Serat Piwulang Basa Lan Sastra jawa SMTP 3,Text,,,Intan,1982,,,419.21,Indonesia,Klaten,419.21,,,,Drs. R.S. Subalidinata,
Kunci Serat Piwulang Basa Lan Sastra Jawa SMTP  Jilid 1,Text,,,Intan,1982,,,419.21,Indonesia,Klaten,419.21,,,,Drs. R.S. Subalidinata,
Kunci Serat Piwulang Basa Lan Sastra Jawa SMTP Jilid 2,Text,,,Intan,1982,,,419.21,Indonesia,Klaten,419.21,,,,Drs. R.S. Subalidinata,
Kunci Serat Piwulang Basa Lan Sastra Jawa SMTP Jilid 3,Text,,,Intan,1982,,,419.21,Indonesia,Klaten,419.21,,,,Drs. R.S. Subalidinata,
Widya Basa  Piwulang basa Jawi,Text,,,Erlangga,1990,,,4x2.2,Indonesia,Jakarta,4x2.2,,,,Gdojosantosa,
Pandom Panuntun Kridha Basa kangge Kelas 1 SMP,Text,,,PT. Intan Pariwara,1989,,,419.21,Jawa,klaten,419.21,,,,Soedarmo Darmosoesilo,
Pandom Panuntun Kridha Basa kangge Kelas 2 SMP,Text,,,PT. Intan Pariwara,1989,,,419.21,Jawa,klaten,419.21,,,,Soedarmo Darmosoesilo,
Pandom Panuntun Kridha Basa kangge Kelas 3 SMP,Text,,,PT. Intan Pariwara,1989,,,419,Jawa,klaten,419,,,,Soedarmo Darmosoesilo,
Kridha Basa 1,Text,,,PT. Intan Pariwara,1988,,,419,Jawa,klaten,419,,,,Siswandi ,
Nglestari Basa Jawi SMP 1,Text,,,Al-Ihsan,1990,,,419,Jawa,Surabaya,419,,,,Drs. A. Haryanto dkk,
Nglestari Basa Jawi SMP 2,Text,,,Al-Ihsan,1990,,,419,Jawa,Surabaya,419,,,,Drs. A. Haryanto dkk,
Pembakuan Babasa Indonesia,Text,,,Rineka Cipta,1993,,,4x0.1,Indonesia,Jakarta,4x0.1,,,,Abdul Chaer,
Himpunan Singkatan Dan Akronim Disertai Keterangan,Text,,,Gramedia,1987,,,413,Indonesia,Jakarta,413,,,,Sugeng Maulana,
Ketika Burung Verkicau,Text,,,Indonesia Publishing House,1979,,,408,Indonesia,Bandung,408,,,,Wilson Nadeak,
Pedoman Umum Ejaan bahasa Indonesia yang Disempurnakan,Text,,,Balai Pustaka,1984,,,410.152,Indonesia,Jakarta,410.152,,,,TIM,
"I Am Gifted, So Are You! Adam Khoo",Text,,,Marshall Cavendish,2006,,,420,Inggris,Singapore,420,,,,Tony Buzan & Ernest Wong,
The Pronoun And The Determinative,Text,,,Grasindo,2003,,,425,Inggris,Jakarta,425,,,,Wiliting,
Checkpint Biology,Text,,,Hodder Education,2005,,,420,Inggris,London,420,,,,Peter D. Riley,
A Tale From Sumatra Tungku Tiga,Text,,,PT. Rosda Jayaputra,1984,,,420,Inggris,Jakarta,420,,,,"Soleh affandi, B.A.",
This Away To America,Text,,,-,-,,,420,Inggris,-,420,,,,TIM,
Courage,Text,,,WEB Publications,2002,,,420,Inggris,Singapore,420,,,,Goh Meng Hong,
Menulis : Meningkatkan Dan Menjual Kecerdasan Verbal-Linguistik Anda,Text,,,Dioma,2005,,,411,Indonesia,Malang ,411,,,,R. Masri Sareb Putra,
Proses Kreatif Mengapa Dan bagaimana saya Mengarang II,Text,,,Gramedia,1984,,,408,Indonesia,Jakarta,408,,,,TIM,
Inilah Bahasa Indonesia Yang Benar II,Text,,,Gramedia,1989,,,400,Indonesia,Jakarta,400,,,,J.S. badudu,
Inilah Bahasa Indonesia Yang Benar III,Text,,,Gramedia,1989,,,400,Indonesia,Jakarta,400,,,,J.S. badudu,
Bahasa Indonesia Dalam Problematika Kekinian,Text,,,Dioma,2003,,,411.5,Indonesia,Malang ,411.5,,,,"Dr.R. Kunjana rahardi, M.Hum.",
Argumentasi Dan Narasi,Text,,,Gramedia,1983,,,410.1,Indonesia,Jakarta,410.1,,,,Gorys Keraf,
Pengajaran Kosakata,Text,,,Angkasa,1989,,,410,Indonesia,Bandung,410,,,,Prof. DR. H.G. tarigan,
"Pintar Bahasa Inggris Untuk SMP kelas 1,2 3",Text,,,GitaMedia Press,2001,,,420,Indonesia,-,420,,,,Drs. Syamsul Arifin,
Kridha Basa 3,Text,,,PT. Intan Pariwara,1998,,,490,Indonesia,Klaten,490,,,,Siswandi ,
Anda mau Jadi Pengarang?,Text,,,BPK Gunung Mulia,1984,,,400.1,Indonesia,Jakarta,400.1,,,,Nancy Nasution,
Tata Bunyi Bahasa Tompembuni,Text,,,Depdikbud,1997,,,404,Indonesia,Jakarta,404,,,,TIM,
Struktur Bahasa Ngadha Dialek Rongga,Text,,,Depdikbud,1997,,,408,Indonesia,Jakarta,408,,,,TIM,
Nilai Budaya Dalam Ungkapan Dan Peribahasa Sunda,Text,,,,,,,419,Jawa,,419,,,,,
English For Leisure Time Speaking,Text,,,Gramedia,2006,,,420,Inggris,Jakarta,420,,,,Sutanto Leo,
Belajar Cepata Bahasa Mandarin,Text,,,Think,2008,,,495.1,Mandarin,Yogyakarta,495.1,,,,Boye de Mente,
Kamus 2500 Peribahasa Indonesia,Reference,,,Pionir Jaya,1999,,,4x0.3,Indonesia,Bandung,4x0.3,,,,Ronald H. Sitorus,
Teknik Mengarang,Text,,,Kanisius,1971,,,411,Indonesia,Yogyakarta,411,,,,TIM,
Mengarang Itu Gampang,Text,,,Gramedia,1983,,,411,Indonesia,Jakarta,411,,,,Arswendo Atmowiloto,
Tangkas Mengarang Pelajaran Mengarang SLTP,Text,,,PT. Remaja Rosdakarya ,1995,,,411,Indonesia,Bandung,411,,,,TIM Bakti Guru,
Bahan Ajar Basa Jawa 7 kagem  Siswa-Siswi Tingkat SMP/MTs Kelas VII,Text,,,CV. Pustaka Grafika,2010,,,419,Jawa,Malang ,419,,,,TIM,
mahir Menulis Berbagai laporan,Text,,,Kanisius,2005,,,411,Indonesia,Yogyakarta,411,,,,"A. Widyamartaya, Lic.Phil.",
Jenis Dan Fungsi Humor Dalam Masyarakat Aceh,Text,,,Depdikub,1997,,,417,Indonesia,Jakarta,417,,,,TIM,
Inspiration For Your Happiness,Text,,,Kanisius,2008,,,428,Inggris,Yogyakarta,428,,,,Steve Geroda,
Writing Super Guide For Today's Learners,Text,,,Pustaka refleksi,2019,,,411,Inggris,Yogyakarta,411,,,,Henricus W. Ismanthono,
1 Just One Minute Mudah Dan Cepat Cas Cis Cus Berbahasa Inggris,Text,,,Pustaka Referensi,2023,,,421.55,Indonesia,Yogyakarta,421.55,,,,"Drs. Slamet Riyanto, M.Pd.",
English Grammar In Use Third Edition,Text,,,Cambridge Press,2004,,,420,Inggris,Singapore,420,,,,Raymond Murphy,
Kawruh Basa Jawa Pepak,Text,,,Apollo Lestari,1999,,,419,Jawa,Surabaya,419,,,,Daryanto S.S.,
Pepak basa Jawa Lengkap,Text,,,Dua Media,2011,,,419,Jawa,Surabaya,419,,,,"Sri hartatik, S.Pd",
Pepak basa Jawa Lengkap,Text,,,Lingkar Media,-,,,419,Jawa,Surabaya,419,,,,"Nurani, S.Pd",
Mumpuni Basa Jawi Pepak,Text,,,Pustaka Agung Harapan,-,,,419,Jawa,Surabaya,419,,,,Suryo Subroto,
Buku Pinter Kawruh basa Jawi Pepak,Text,,,Pustaka Agung Harapan,-,,,419,Jawa,Surabaya,419,,,,M. Abi Tofani,
Buku Pinter basa Jawa  (KTSP 2006),Text,,,kartika,-,,,419,Jawa,Surabaya,419,,,,G. Setyo Nugraha,
Science Boosters 2,Text,,,Henry Marketing service,1990,,,420,Inggris,Singapore,420,,,,Tan Huay Peng,
Dalan Mujur Ngetan ( Antologi Cekak),Text,,,Dioma,2016,,,419,Jawa,Malang ,419,,,,Bonifasius Hudiono,
Animals And How They Live,Text,,,Ladybird Books Ltd.,1965,,,420,Inggris,England,420,,,,"F.E. Newing, B.Sc",
Cermat Berbahasa Indonesia,Text,,,Akademika Pressindo,2009,,,410,Indonesia,Jakarta,410,,,,E. Zaenal Arifin,
Just Kidding,Text,,,Bookworm,1994,,,420,Inggris,Singapore,420,,,,TIM ,
Cermat Menulis Dalam Bahasa Indonesia,Text,,,TS. Publisher,2009,,,411,Indonesia,Yogyakarta,411,,,,Ridha Mashudi Wibowo,
Teknik Membaca Textbook Dan Penterjemahan,Text,,,Kanisius,1982,,,420,Indonesia,Yogyakarta,420,,,,Dra. R. AG. Kamil ,
Learning More Information & Communication Technology 3 ,Text,,,Grafindo Media Pratama,2006,,,420,Indonesia,Bandung,420,,,,Lia Kamila Kulsum,
Kamus Lengkap IPA Untuk SMP-SMA,Reference,,,Andi,2021,,,413,Indonesia,Yogyakarta,413,,,,Taufik Hidayat,
Mastering English Tenses Grammar Vocabulary,Text,,,Andi,2019,,,425.076,Indonesia,Yogyakarta,425.076,,,,Nindita Putri Nofitasari,
kamus Pintar Biologi SMP-SMA,Reference,,,Andi,2016,,,413,Indonesia,Yogyakarta,413,,,,"Maria Elisabethh EK.,S.Si",
Detik-Detik Ujian Nasional Bahasa Inggris 2019-2020,Text,,,Intan Pariwara,2019,,,420,Indonesia,Jakarta,420,,,,Tim,
Jago Ngomong Inggris Gampaaang ,Text,,,Semesta Hikmah,2019,,,420,Indonesia,Yogyakarta,420,,,,Teguh Handoko,
Kamus Indonesia-Jepang Era Global ,Reference,,,Andi,2013,,,495.6,Indonesia & Jepang,Yogyakarta,495.6,,,,Cuk Yuana,
Kamus Praktis Sehari-hari Bahasa Indonesia Mandarin,Reference,,,Andi,2005,,,495.1,Indonesia & Mandarin,Yogyakarta,495.1,,,,Hin Goan Gunawan,
Kamus Geografi Edisi tematik dan Visual ,Reference,,,Andi ,2020,,,400.3,Indonesia,Yogyakarta,400.3,,,,TIM,
 APA BEDANYA AMFIBI ,Text,,,PT. Elex Media Komputindo,1999,,,567,Indonesia,Jakarta,567,,,,Stephen Savage,
Rahasiaku Ensiklopediku : Inilah Bumiku!,Text,,,Armandelta Selaras,2008,,,550,Indonesia,,550,,,,TIM-Armandelta,
100 Keajaiban Alam Dunia,Text,,,Karisma Publishing,2005,,,523.1,Indonesia,Batam,523.1,,,,Bill Yenne,
100 Pengetahuan Tentang Serangga & Laba-Laba,Text,,,Pakar Raya,2004,,,595,Indonesia,Bandung,595,,,,Steve Parker,
1000 Fakta Tentang Sains,Text,,,BIP,2010,,,500,Indonesia,Jakarta,500,,,,John Frandon,
131 Permainan & Teka-Teki Matematika Yang Mengasyikan,Text,,,Gramedia,1993,,,510,Indonesia,Jakarta,510,,,,Brian Bolt,
200 fakta Penting Dinosaurus Raksasa pemakan Tumbuhan,Text,,,PT. Elex Media Komputindo,2012,,,567,Indonesia,Jakarta,567,,,,Carl Mehling,
217 Fakta Superaneh Dunia Binatang,Text,,,New Diglossia,2011,,,590,Indonesia,Yogyakarta,590,,,,Utami Widijati,
A+ Proyek Lomba Dan Pameran Sains,Text,,,Pakar Raya,2005,,,500.2,Indonesia,Bandung,500.2,,,,Janice Vancleave,
A+ Proyek-Proyek Biologi,Text,,,Pakar Raya,2004,,,574,Indonesia,Bandung,574,,,,Janice Vancleave,
A+ Proyek-Proyek Fisika,Text,,,Pakar Raya,2004,,,530,Indonesia,Bandung,530,,,,John Weley,
Adaptasi Dan Kemampuan Bertahan Hidup,Text,,,Tiga Serangkai,2008,,,574,Indonesia,Solo,574,,,,denise Walker,
air,Text,,,Mutiara,1978,,,551.48,Indonesia,Jakarta,551.48,,,,,
AIR SERI EKOLOGI,Text,,,Grasindo,1999,,,553.7,Indonesia,Jakarta,553.7,,,,TIM,
Air Terjun,Text,,,Quality Press,1996,,,551.48,Indonesia,Jakarta,551.48,,,,Jenny Wood,
ALAM SEMESTA,Text,,,Gramedia,1979,,,523.1,Indonesia,Jakarta,523.1,,,,TIM,
Alam Semesta Yang Menakjubkan,Text,,,Bee Media Indonesia,2009,,,523.4,Indonesia,Jakarta,523.4,,,,Firman Sujadi,
Alat-Alat Tubuh Mahkluk Hidup,Text,,,Pakar Raya,1992,,,574,Indonesia,Bandung,574,,,,TIM,
Aman Dalam Kelompok,Text,,,Alice Saputra Communications Co,1996,,,590,Indonesia,Bogor,590,,,,Karen O'Callaghan & Kate Londesborough,
Amphibia Dan Reptilia 1,Text,,,PT. Karya Nusantara,1976,,,597.9,Indonesia,Jakarta,597.9,,,,Marah Maradjo dkk,
Anatomi cacing,Text,,,PT. Intermasa,1982,,,597.92,Indonesia,-,597.92,,,,TIM,
ANATOMI UDANG,Text,,,PT. Intermasa,1982,,,595.384.04,Indonesia,Jakarta,595.384.04,,,,TIM,
ANGIN : Mengenal Cuaca ,Text,,,Tiga Serangkai,2007,,,551.5,Indonesia,Solo,551.5,,,,Honor Head,
Apa Bedanya Burung,Text,,,PT. Elex Media Komputindo,2008,,,598,Indonesia,Jakarta,598,,,,Stephen Savage,
Apa Bedanya Mamalia,Text,,,PT. Elex Media Komputindo,2008,,,590,Indonesia,Jakarta,590,,,,Stephen Savage,
Apa Bedanya Reptilia,Text,,,PT. Elex Media Komputindo,2003,,,568.1,Indonesia,Jakarta,568.1,,,,Stephen Savage,
Apa Bedanya Serangga,Text,,,PT. Elex Media Komputindo,2008,,,595,Indonesia,Jakarta,595,,,,Stephen Savage,
Apa Dan Kenapa ? 21,Text,,,CV Pelita Indonesia,1983,,,500,Indonesia,Jakarta,500,,,,Arkady Leokum,
Apa Dan Kenapa ? 22,Text,,,CV Pelita Indonesia,1983,,,590,Indonesia,Jakarta,590,,,,Arkady Leokum,
Apa Mengapa bagaimana Gerhana Matahari,Text,,,Sinar Pengetahuan,1983,,,523.78,Indonesia,Jakarta,523.78,,,,Sutoyo md,
Apakah Benar Ada Kehidupan Luar Bumi?,Text,,,Atelit,1979,,,523.4,Indonesia,Bandung,523.4,,,,Magdalena,
API,Text,,,Grolier International,2001,,,536,Indonesia,London,536,,,,TIM,
Asam Dan Basa : Dunia Sains Kimia,Text,,,Tiga Serangkai,2008,,,541.3,Indonesia,Jsol,541.3,,,,denise Walker,
Astronomi Ilmu Tentang Alam Semesta,Text,,,PT. Elex Media Komputindo,2003,,,520,Indonesia,Jakarta,520,,,,Terry Mahoney,
Astronomi Setiap Galaksi mrmiliki Lubang Hitam,Text,,,Pakar Raya,2007,,,520,Indonesia,Bandung,520,,,,Bryson Gore,
Atlas Binatang Mamalia 1,Text,,,Tiga Serangkai,2006,,,599,Indonesia,Solo,599,,,,Genevieve De Becker,
Atlas Dinosaurus,Text,,,Erlangga,2007,,,591.5,Indonesia,Jakarta,591.5,,,,Steve Parker,
Atlas Hewan,Text,,,Erlangga,2005,,,591,Indonesia,Jakarta,591,,,,Anita Ganeri,
ATOM,Text,,,Mutiara,1978,,,599,Indonesia,Jakarta,599,,,,H. Nazar,
Atom Dan Moleku,Text,,,Pakar Raya,2006,,,539,Indonesia,Bandung,539,,,,Chris Woodford And Martin Clowes,
Ayo Bermain sains,Text,,,PT. Kuark Internasional,2011,,,570,Indonesia,Jakarta,570,,,,TIM,
Badai Dan Angin Topan,Text,,,Pakar Raya,2004,,,551.6,Indonesia,Bandung,551.6,,,,Kathy Gemmell,
Bagaimana Binatang makan,Text,,,Penebar Swadaya,-,,,590,Indonesia,Depok,590,,,,Heryanto,
Erlangga Express UN SMP/Mts 2017 Bahasa Inggris,Text,,,Erlangga,2016,,,420,Indonesia & Inggris,Jakarta,420,,,,Nur Zaida,
Batu Dan Mineral,Text,,,Interaksara,2000,,,552,Indonesia,Batam,552,,,,Neil Curtis,
"Batuan ,Mineral, Dan Fosil",Text,,,Erlangga,2005,,,552,Indonesia,Jakarta,552,,,,Barbara Taylor ,
BATUAN DAN FOSIL,Text,,,Erlangga,2006,,,552,Indonesia,Jakarta,552,,,,Margaret Hynes,
Batuan Dan Mineral,Text,,,Quality Press,1997,,,553,Indonesia,Jakarta,553,,,,Jane Walker,
Belajar Elektronika 2,Text,,,Tiga Serangkai,1982,,,537.5,Indonesia,Solo,537.5,,,,TIM,
Benalu Hortikultura Pengendalian Dan Pemanfaatan,Text,,,Trobus Agriwidya,1996,,,581,Indonesia,,581,,,,Ir. Setijo Pitojo,
Bencana Buatan Manusia Atmosfer Dalam Bahaya,Text,,,PT. Mandira,1996,,,551.5,Indonesia,semarang,551.5,,,,Jane Walker,
BENTUK,Text,,,Gramedia,1979,,,510,Indonesia,Jakarta,510,,,,tim,
Bermain Dengan Pengetahuan,Text,,,Angkasa ,1984,,,500,Indonesia,Bandung,500,,,,Hans Jurgen Press,
Bermain Fisika Itu Asyik,Text,,,Gramedia,2009,,,530,Indonesia,Jakarta,530,,,,Harry Burowardi Johan,
"Biji, Umbi, dan Spora",Text,,,Quality Press,1997,,,580,Indonesia,Jakarta,580,,,,Jane Walker,
BILANGAN,Text,,,Gramedia,1979,,,513,Indonesia,Jakarta,513,,,,TIM,
Binatang Berbahaya,Text,,,Quality Press,1998,,,590,Indonesia,Jakarta,590,,,,Richard Stoneman,
Binatang Berbahaya,Text,,,Penebar Swadaya,2005,,,591,Indonesia,Depok,591,,,,Bobbie Whitcombe,
Binatang Menyusui Yang Hidup di Pohon 1,Text,,,PT. Karya Nusantara,1976,,,591,Indonesia,Jakarta,591,,,,Marah Maradjo dkk,
Bintang,Text,,,PT. Elex Media Komputindo,-,,,523.8,Indonesia,Jakarta,523.8,,,,Cynthia Pratt Nicholson,
Biologi 3 Edisi baru 1989,Text,,,PT. Intan Pariwara,1989,,,574,Indonesia,Klaten,574,,,,C. Idananta,
Biologi Dan Metode Ilmiah,Text,,,Pakar Raya,1992,,,574,Indonesia,Bandung,574,,,,TIM,
Biologi Menyongsong OSN,Text,,,Pustaka Pelajar,2011,,,574,Indonesia,Yogyakarta,574,,,,"Dra. Indriastuti,Sudarmana, S.Pd.",
BOBOT ,Text,,,Pakar Raya,2007,,,530.8,Indonesia,Bandung,530.8,,,,,
Buku Fisika Paling Mudah Sedunia,Text,,,BIP,2006,,,530,Indonesia,Jakarta,530,,,,"Choi, Won Seok",
Buku Pengetahuan Hewan Paling Unik Sedunia,Text,,,BIP,2008,,,590,Indonesia,Jakarta,590,,,,Han Dae-Kyu,
Buku Pengetahuan Paling Jorok Sedunia,Text,,,BIP,2009,,,570,Indonesia,Jakarta,570,,,,Yim Sook Young,
"Buku Pintar Ilusi Optik, Cuaca, & Luar Angkasa",Text,,,Platinum,2006,,,551.6,Indonesia,Yogyakarta,551.6,,,,"Dick  File,et,al",
Buku Pintar Sains Dan Eksperimen Untuk Anak,Text,,,Venus,2009,,,500,Indonesia,Yogyakarta,500,,,,Gaza Hawariy,
Buku Pintar Serba Tahu Segala yang di Langit dan Bumi,Text,,,Diva Press,2011,,,570,Indonesia,Yogyakarta,570,,,,Abdul Sykur,
Buku Serba  Pintar Pengetahuan Dunia Mutakhir Untuk Anak Cerdas,Text,,,Pinang Merah,2011,,,530,Indonesia,Yogyakarta,530,,,,Berliana Mahadewi,
BUMI ,Text,,,Balai Pustaka,1977,,,500,Indonesia,Jakarta,500,,,,Drs. Hasan Amin,
Bumi Dan langit FI : 3,Text,,,Depdikbud,1991,,,525,Indonesia,Jakarta,525,,,,Drs. Winardi  Sutantyo,
Bumi Kita Yang Mempesona,Text,,,Bee Media Indonesia,2009,,,525,Indonesia,Jakarta,525,,,,Firman Sujadi,
Bumi Siaga,Text,,,Quality Press,1998,,,550,Indonesia,Jakarta,550,,,,Nicole Carmichael,
Bunga Matahari,Text,,,PT. Elex Media Komputindo,1996,,,582,Indonesia,Jakarta,582,,,,Hidetomo Oda,
BUNYI 11,Text,,,Mutiara,1979,,,534,Indonesia,Jakarta,534,,,,H. Nazar,
Burung Burung Yang Hidup Di Darat 1,Text,,,PT. Karya Nusantara,1976,,,598,Indonesia,Jakarta,598,,,,Marah Maradjo dkk,
Burung Burung Yang Hidup Dipohon 2,Text,,,PT. Karya Nusantara,1976,,,598,Indonesia,Jakarta,598,,,,Marah Maradjo dkk,
Burung Burung Yang Hidup Dipohon 3,Text,,,PT. Karya Nusantara,1976,,,598,Indonesia,Jakarta,598,,,,Marah Maradjo dkk,
Burung Dan Cara Hidupnya,Text,,,Mutiara,1978,,,598,Indonesia,Jakarta,598,,,,Djaka,
Cacing Tanah,Text,,,PT. Elex Media Komputindo,2000,,,595,Indonesia,Jakarta,595,,,,Claire Llewellyn,
CAHAYA,Text,,,Mutiara,1978,,,599,Indonesia,Jakarta,599,,,,H. Nazar,
cahaya dan warna,Text,,,Gramedia,1978,,,538,Indonesia,Jakarta,538,,,,TIM,
Cahaya Dan Warna,Text,,,Quality Press,,,,535,Indonesia,Batam,535,,,,Alan Ward,
Capung Teman Kita,Text,,,Bayu Media Publishing,2011,,,590,Indonesia,Malang,590,,,,Eka Budianta,
"cara Cespleng Pintar Matematika SMP Kelas 7, 8, 9",Text,,,Andi,2015,,,510.76,Indonesia,Yogyakarta,510.76,,,,Agus Kamaludin,
Cendawan Dan Jamur,Text,,,Gramedia,1979,,,589,Indonesia,Jakarta,589,,,,TIM,
Cepat Tua Akibat radiasi,Text,,,PT. Elex Media Komputindo,2009,,,536,Indonesia,Jakarta,536,,,,"Prof . Dr. dr. Anies, M.Kes, PKK",
cuaca,Text,,,Gramedia,1978,,,551.6,Indonesia,Jakarta,551.6,,,,TIM,
CUACA,Text,,,Erlangga,2001,,,551.6,Indonesia,Jakarta,551.6,,,,Sue Nicholson,
CUACA,Text,,,Quality Press,1997,,,551.6,Indonesia,Jakarta,551.6,,,,Jane Walker,
